科室,疾病,ICD编码,备注1,备注2,ICDcode,现有241类疾病中已包括,gender,age,兼职人员,top0症状体征,关键症状体征,重要症状体征,普通症状体征,关键化验检查,重要化验检查,普通化验检查,delete,
儿童心内科,心肌病,,"[('心内膜弹力纤维增生症', 50), ('心弹纤', 48), ('心肌致密化不全', 41), ('心肌病', 22), ('心肌损伤', 16)]",,I42,,,,,"心肌病,心内膜弹力纤维增生症,心弹纤,心肌致密化不全,心肌病,心肌损伤",,"疲乏,发热,肌肉酸痛,咽痛,心悸,呼吸困难","血压低,肝区肿大,胸闷,气急,端坐呼吸,下肢水肿,头晕,心脏杂音,昏迷,胸痛,活动后气促,心动过速",心功能：心肌酶增高,心脏超声：心肌肥厚,,,
儿童心内科,预激综合征,I45.600 ,,,I45,No,,,王叮咛,,心动过速；,低血压、休克、心力衰竭、房颤、房扑、心室颤、猝死,,心电图：P-R间期<0.12秒，P波正常；QRS时间>0.11秒；QRS波群起始部分变粗钝，称为预激波或δ波；继发性ST-TT改变。心电向量图：各个面上QRS环起始部分运行缓慢成一直线，持续可达0.08秒，以后突然转向并以正常速度继续运行。,希氏束电图及体表或心内膜标测鉴别各项预激综和进行旁路定位,,,
儿童心内科,阵发性室上性心动过速,I47.102 ,,,I47,No,,,王叮咛,,心动过速，心跳突然起始与终止，心率间长短不一，心悸、焦虑不安；心律规则，心跳150~250次/分。,心绞痛、头晕、晕厥、心力衰竭、抽搐、休克、,胸闷、气短、呼吸困难、乏力、血压下降、脉细速、多尿、出汗、,心电图：节律规则；QRS波群正常；P波为逆行性；起始突然。心电生理检查：房室结双径路,,,,
儿童心内科,其他心律失常,,"[('心律失常', 302), ('室性早搏', 248), ('频发室早', 139), ('房性早搏', 72), ('阵发性室上性心动过速', 67)]",,I49,,,,,"心律失常,室性早搏,频发室早,房性早搏,阵发性室上性心动过速",,"疲乏,传导阻滞,胸闷,呼吸困难,头晕,心慌,心悸,心率不齐,气短,心动过缓,心动过速","室颤阈值降低,咳嗽,紧张,虚弱,脑缺血,胸闷不适,血流迟缓,胸口紧迫感,意识丧失,面色青紫,眼前发黑,迷走神经张力增高,四肢麻木,心跳过速,暴饮暴食血压低,抽搐心率不齐,意识短暂中断,瞳孔异常,焦虑,气短,头昏,血压低,黑蒙,恶心,心搏漏跳,无力,呕吐,血压下降,烦躁不安,昏迷,抽搐，血流动力学障碍,胸痛,头疼",心电图：心动过速；心率失常,超声：先天性心脏病,体格检查,,
儿童心内科,心力衰竭,,"[('肌酶增高', 103), ('心肌酶增高', 20), ('心肌损害', 15), ('CK增高', 5), ('心力衰竭', 2)]",,I50,,,,,"心力衰竭,肌酶增高,心肌酶增高,心肌损害,CK增高,心力衰竭",,"端坐呼吸,频繁咳嗽,下肢水肿,泡沫样痰,活动后呼吸困难","意识障碍,濒死感,皮肤湿冷,肺部衄乏力,喘息不止",心衰标志物：肌钙蛋白增高；BNP增高,心肌酶:CKMB增高,心电图：心律失常；心脏超声：心影增大；血气分析：酸中毒，低氧血症，高碳酸血症,,
儿童心内科,心脏病的并发症和不明确表述,,"[('心肌炎', 146), ('心包心肌炎', 11), ('心肌疾病', 6), ('心脏扩大', 5), ('心脏增大', 4)]",,I51,,,,,"心脏病的并发症,心肌炎,心包心肌炎,心肌疾病,心脏扩大,心脏增大，心脏病",,"疲乏,心脏增大,呼吸困难,气急,胸闷,心悸,胸痛,肝脾肿大,颈静脉怒张,气短,心动过速,发绀","健忘,肺弃血,发热,呼吸异常,腿脚浮肿,血压低,咳嗽,胸闷,恶心,呕吐,血压下降,心脏肥大,肺淤血,食欲不振,腹胀,指甲床发绀,甲亢面容,腹痛,心率不齐,收缩期杂音,头晕,食欲减退,体重减轻,身体瘦弱,头疼",心脏超声：先天性心脏病等,心电图：异常心电图；心律失常,心肌酶：心肌酶增高,,
小儿神经外科,脑血管病,,,,I60,No,,,嘉敏,,,突发头痛、脑膜刺激征、动眼神经麻痹、失语、单瘫、项背部疼痛、畏光,剧烈头痛、恶心、呕吐、短暂意识障碍,CT显示蛛网膜下腔内高密度影；头MRI显示外渗血,脑血管造影显示动脉瘤的位置,视网膜出血、视乳头水肿,,
小儿神经外科,其他非创伤性颅内出血,,"[('颅内出血', 142), ('颅内出血引流', 3), ('早产儿颅内出血', 2), ('新生颅内出血', 2), ('颅内血肿', 1)]",,I62,,,,,"颅内出血,颅内出血引流,早产儿颅内出血,新生颅内出血,颅内血肿，脑出血",,"颅内压增高,恶心,呕吐,头晕,烦躁不安,头疼","头皮下血肿,前囟张力增高,瞳孔异常,遗尿,偏瘫",CT：颅内出血,磁共振：颅内出血；脑室扩张,超声：颅内出血,,
小儿神经外科,脑动脉瘤,I67.100 ,,,I67.100 ,No,,,嘉敏,,,颈项强硬、克氏征阳性、头痛伴随脖子发硬、一侧眼睛睁不开、视物重影、患侧眼皮不能上抬、眼球突出,发病前有剧烈运动史、头痛、呕吐、昏迷、血压升高、体温升高,0,头颅MRI可发现存在静寂型梗塞灶、脑电图上检测到反复出现的慢波,摄氧率增高、脑血流储备功能下降等,,
小儿神经外科,烟雾病,I67.500 ,,,I67.500 ,No,,,于明丽,,脑缺血发作，偏瘫，惊厥发作，头痛，偏头痛，感觉障碍，不自主运动或智力障碍。,急性脑卒中，导致持续性瘫痪、失语、视觉障碍和智力障碍,频繁的癫痫发作、癫痫持续状态，伴脑电图癫痫样放电,查体：有无眼底水肿、肢体瘫痪、失语和脑膜刺激征,脑血管造影脑血管造影是确诊此病的主要手段。CT扫描烟雾病在CT扫描中可单独或合并出现以下几种表现。①多发性脑梗死。②继发性脑萎缩。③脑室扩大。④颅内出血。⑤强化CT扫描。,磁共振（MRI）可显示烟雾病以下病理形态变化：①无论陈旧性还是新近性脑梗死。②颅内出血者在所有成像序列中均呈高信号。③局限性脑萎缩以额叶底部及颞叶最明显。④颅底部异常血管网因流空效应而呈蜂窝状或网状低信号血管影像。,1,
儿童介入血管瘤科,肾动脉狭窄,I70.101 ,,,I70,No,,,刘延青,,肾区血管杂音，肾区疼痛，肾功能不全伴高血压，肾功能不全伴高血压,四肢疼痛，臂动脉搏动减弱或消失，股动脉搏动减弱或消失，肺水肿，充血性心衰,全身不适，易疲劳，发热，食欲不振，恶心，出汗，体重下降,Ccr下降，GRF下降，醛固酮升高,尿检蛋白尿+，尿红细胞+，尿管型+,贫血，白细胞升高,,
儿童介入血管瘤科,主动脉瘤,I71.900 ,,,I71,No,,,刘延青,,胸主动脉瘤，上胸部疼痛，背部疼痛，肩胛下向左肩放射疼痛、肩胛下向颈部放射疼痛、肩胛下向上肢放射疼痛,腹主动脉瘤，下背部疼痛，上腔静脉综合征、呼吸困难、咳嗽、喘鸣，甚至继发感染、咯血、声音嘶哑、吞咽困难、呕血,降主动脉瘤可侵袭椎体，压迫脊髓引起截瘫,胆固醇升高，血糖升高,贫血，白细胞升高,0,,
儿童介入血管瘤科,其他周围血管疾病,,"[('跛行', 109), ('右下肢跛行', 15), ('右脚跛行', 5), ('右腿跛行', 3), ('间歇性跛行', 3)]",,I73,,,,,"血管疾病,跛行,右下肢跛行,右脚跛行,右腿跛行,间歇性跛行",,"麻木感,发凉,肢体发凉,发绀","静息痛,指甲异常,手皮肤发紫,皮肤潮红,肿胀,皮肤苍白,手臂部刺痛,溃疡,间歇性跛行",体格检查,,,,
儿童介入血管瘤科,静脉疾病,I80-I89,,,I80,No,,,刘延青,,血管形态改变，静脉曲张，静脉血管迂曲成团，静脉血管隆起，静脉迂曲增大，血液回流，静脉瓣关闭不全，血管直径增大，皮肤瘙痒，皮肤疼痛，皮肤损伤，皮肤溃疡，出血,静脉血栓，静脉回流障碍，肢体疼痛，肢体轻度肿胀，肢体活动受限，皮肤温度升高，深静脉走向压痛，肺栓塞,静脉血管瘤，出血，感染，恶变，危及生命,,,,,
儿童介入血管瘤科,静脉曲张,I83.906,,,I83,No,,,刘延青,,静脉迂曲增大，静脉血管迂曲成团，静脉血管隆起，血液回流，静脉瓣关闭不全，血管直径增大,皮肤瘙痒，患肢沉重感，张力升高，久站后踝部肿胀，皮肤肌肉疼痛，皮肤损伤，皮肤溃疡，皮肤出血,长期站立病史，湿疹，皮肤色素沉着，脂性硬皮病，血栓性静脉炎,,,,,
儿童泌尿外科,精索静脉曲张,I86.101,,,I86,No,1,,刘延青,,患侧阴囊胀大，阴囊坠胀感，阴囊隐痛,阴囊疼痛，精索局部温度升高,乏力,精子数量减少，精子质量下降，精液异常,血儿茶酚胺升高，血皮质醇升高，血前列腺素升高,,,
儿童肾内科,静脉的其他疾患,,"[('胡桃夹综合征', 27), ('左肾静脉压迫综合征', 19), ('胡桃夹综合症', 14), ('左肾静脉胡桃夹综合征', 11), ('左肾静脉胡桃夹综合症', 5)]",,I87,,,,,"胡桃夹综合征,左肾静脉压迫综合征,胡桃夹综合症,左肾静脉胡桃夹综合征,左肾静脉胡桃夹综合症",,"血尿,蛋白尿","体型瘦长,左腰腹痛",体格检查,超声：静脉血流异常,,,
儿科,非特异性淋巴结炎,,"[('肠系膜淋巴结炎', 882), ('颈部淋巴结炎', 519), ('颈淋巴结炎', 169), ('淋巴结炎', 119), ('颌下淋巴结炎', 104)]",,I88,,,,,"非特异性淋巴结炎,肠系膜淋巴结炎,颈部淋巴结炎,颈淋巴结炎,淋巴结炎,颌下淋巴结炎",,"发热,淋巴结肿大,腹部压痛,腹痛,咽痛","淋巴结疼痛,脓疱",体格检查,超声：局部肿块,,,
儿童介入血管瘤科,淋巴管疾病,I89.900 ,,,I89,No,,,刘延青,,淋巴结肿大，淋巴回流受阻，淋巴水肿，象皮肿,疼痛，浮肿，感觉异常，皮肤温度改变，皮肤色泽改变，胀痛，炎症,,,,,,
儿童呼吸科,急性上呼吸道感染,J00-J06,,,J00,No,,,嘉敏,,,咽痛、咳嗽、流涕、咽部充血、扁桃体肿大,发热、疲惫、全身乏力、精神萎靡,,,C反应蛋白升高,,
儿童耳鼻咽喉科,鼻窦炎,J32.451,,,J01,No,,,嘉敏,,流黄色涕、流黄绿色鼻涕、嗅觉减退,鼻塞、咳嗽、咳痰、头面部胀痛、呼吸不畅、呼吸受阻,发热、耳鸣,鼻腔镜下黏膜红肿,,,,
儿童耳鼻咽喉科,咽炎,J02.900,,,J02,No,,,嘉敏,咽炎,咽部不适，咽部疼痛、嗓子痒或干燥感，嗓子灼热感，咽部异物感；刺激性咳嗽，晨起咳嗽,,,,,,,
儿童耳鼻咽喉科,扁桃体炎,J03.900 ,,,J03,No,,,嘉敏,,,咽痛、嗓子疼、淋巴结肿大,发热,扁桃体红肿充血、扁桃体隐窝有很多白色小栓、扁桃体布满脓点,白细胞升高,,,
儿童耳鼻咽喉科,喉炎,J04.000 ,,,J04,No,,,嘉敏,,声音嘶哑、嗓子疼痛、咽痛,淋巴结肿大,发热,,,,,
儿童呼吸科,多发性和未特指部位的急性上呼吸道感染,,"[('急性上呼吸道感染', 55877), ('上感', 32119), ('急性扁桃体炎', 19217), ('急性化脓性扁桃体炎', 11037), ('扁桃体炎', 6092)]",,J06,,,,,"急性上呼吸道感染,上感,急性扁桃体炎,急性化脓性扁桃体炎,扁桃体炎",,"发热,咽痛,打喷嚏,呼吸困难,流鼻涕,鼻塞,吞咽痛,咳嗽脓鼻涕,扁桃体肥大,发热声音嘶哑,失音,咳痰,肌肉疼痛,头疼","疲乏,扁桃体发炎,咳嗽,怕冷,吞咽困难,感冒,鼻痒鼻溢液,呼吸急促,食欲不振,舌苔黄,倦怠,咽喉灼热感恶寒发热,颈部肿大,口燥咽干,眼痛,吞咽疼痛,畏寒,鼻脓涕有臭味,喉咙痛,深部性头痛咽部溃疡,淋巴结肿大",体格检查,咽拭子：病毒阳性，比如流感病毒,血常规：白细胞增高；淋巴比例增高,,
儿童呼吸科,"流行性感冒,病毒未标明",,"[('反复感冒', 285), ('胃肠型感冒', 19), ('感冒', 1)]",,J11,,,,,"流行性感冒,感冒",突发高热、全身疼痛、全身乏力、咳嗽,"咽痛,脓性痰,肺部有湿衄,流涕,鼻塞","发热,胸骨,咳嗽,呕吐,头痛,极度乏力,呼吸急促,全身肌肉酸痛,乏力,腹痛,咽喉痛,畏寒,食欲减退,腹泻,发绀,干咳",病毒抗原检测阳性、病毒核酸检测阳性,白细胞增高，淋巴细胞增高,胸透表表现为支气管纹理增多,,
儿童呼吸科,"肺炎,病原体未特指",,"[('支气管肺炎', 25671), ('肺炎', 14886), ('喘息性肺炎', 1666), ('喘息性支气管肺炎', 910), ('支原体肺炎', 332)]",,J18,,,,,"支气管肺炎,肺炎,喘息性肺炎,喘息性支气管肺炎,支原体肺炎",,"发热,寒战,咳嗽,呼吸困难,衄咳痰,脓痰,气短","盗汗,疲乏,肝区肿大,胸闷,高热,气急,面色苍白,腹痛,出汗异常,血痰,意识混乱,周身不适,肌肉酸痛,体重减轻,厌食,心慌气短,咽部异物感,咽痛,恶心,鼻塞,呕吐,烦躁不安,昏迷,腹胀,脓疱,关节酸痛,消瘦,畏寒,肺部感染,胸痛,紫绀,头疼",体格检查,胸片：渗出病变，模糊影；实变,血常规：白细胞增高；中性粒细胞增高；CRP增高；痰培养阳性,,
儿童胸外科,气管疾病,J00-J99,,,J20,No,,,苏秀梅,,阻塞性呼吸困难，吸气时喘鸣，喂食困难，发绀，吸气时锁骨上窝、肋间软组织和剑突下组织凹陷，刺激性咳嗽、痰中带血、咯血、胸闷、气促、哮喘、胸痛,声音嘶哑、声带麻痹、吞咽困难、肩痛、骨关节综合征，杵状指、骨关节痛、骨膜增厚、气急，喂奶呛咳史或咳嗽史，咳出食物颗粒，支气管扩张,,胸片、胸部CT、痰细胞学检查、纤维支气管镜检查,穿刺活检、胸水离心、胸腔镜检查,,,
儿童耳鼻咽喉科,过敏性鼻炎,J30.400 ,,,J30,No,,,嘉敏,,突然发作的打喷嚏、流涕、鼻塞,下眼皮肿胀、频繁咽喉痒清嗓子，打呼噜、伴随张嘴呼吸,耳朵痒，时不时用力去挖耳孔；多动或者抽动，注意力很难集,鼻内镜查看鼻粘膜充血、血清特异性IgE,皮肤点刺试验,,,
儿童耳鼻咽喉科,慢性鼻炎、鼻咽炎和咽炎,,"[('鼻炎', 1650), ('过敏性鼻炎', 939), ('AR', 113), ('慢性咽炎', 86), ('慢性咽喉炎', 12)]",,J31,,,,,"慢性鼻炎、鼻咽炎和咽炎,鼻炎,过敏性鼻炎,AR,慢性咽炎",,"咽喉部充血,鼻塞,打喷嚏,鼻粘膜干燥发痒,吞咽痛,鼻痒,鼻粘膜肿胀鼻溢液,咽部异物感,流清涕","头疼,鼻屎多,鼻内发痒,咳嗽,恶心,流鼻涕,鼻粘膜肿胀,鼻腔干燥,鼻腔结痂,喉部堵塞感,局部灼热,深部性头痛鼻毛脱落,鼻孔干疼,风热犯肺鼻痒",病史采集,体格检查,组织病理学：慢性炎症改变,,
儿童耳鼻咽喉科,鼻息肉,J33.900 ,,,J33,No,,,嘉敏,,蛙状鼻、嗅觉下降、睡眠打鼾、闭塞性鼻音,阵发性鼻塞、流鼻涕,耳鸣、鼻部麻木感,鼻内镜查有息肉,,,,
儿童耳鼻咽喉科,扁桃体和腺样体慢性疾病,,"[('反复扁桃体炎', 252), ('慢性扁桃体炎', 225), ('腺样体肥大', 114), ('扁桃体肥大', 19), ('腺样体增生', 12)]",,J35,,,,,"反复扁桃体炎,慢性扁桃体炎,腺样体肥大,扁桃体肥大,腺样体增生",,"听力减退,咽痛,扁桃体肥大,腺样体面容,扁桃体发红,耳闷,咽鼓管堵塞,咽部异物感","疲乏,扁桃体发炎,发热,咳嗽,胸闷,下颌疼,喉咙疼,耳鸣,吞咽困难,耳朵疼,打鼾,声音沙哑,口臭,呛咳,气短,头疼,深部性头痛",病史采集,体格检查,组织病理学：慢性炎症改变,,
儿童耳鼻咽喉科,喉疾病,J38,,,J38,No,,,嘉敏,"喉囊肿，喉狭窄，声带息肉，声带小结,喉炎，喉咽炎，咽喉炎",喘鸣、声嘶、失声、咽喉异物感、,紫绀、呼吸困难、三凹征、咳嗽,,,,,,
儿童呼吸科,气管狭窄,J39.805 ,,,J39,No,,,王叮咛,,气急、呼吸困难、喘鸣、,咳嗽有痰、咳痰费力；语颤减弱消失，叩胸廓有浊音，呼吸音低或消失，干或湿罗音,,内窥镜检查：有效地发现狭窄的气管和支气管病变；X线气管断层摄片：可发现狭窄气管；,气管碘油造影：诊断气管狭窄及了解狭窄范围均有价值，但有加重气管梗阻的危险，值得注意；,,,
儿科,"支气管炎,未特指为急性或慢性",,"[('支气管炎', 120625), ('喘息性支气管炎', 11370), ('喘支炎', 6003), ('喉气管－支气管炎', 2481), ('毛细支气管炎', 1661)]",,J40,,,,,"支气管炎,喘息性支气管炎,喘支炎,喉气管－支气管炎,毛细支气管炎",发作性喘憋,"喘鸣，发热,寒战,咳嗽,鼻塞,黏液痰,鼻翼煽动,咳声嘶哑,咽喉痛,呼吸急促,咳痰,流鼻涕,肌肉酸痛","疲乏,疼痛,咳嗽低热,发绀,咽喉痉挛,心跳加快,深色或黄色痰液,脓性分泌物,呼吸困难,咽喉部充血,背疼,皮肤紫绀,喉头水肿,烦躁不安,吞咽困难,呼吸急促,咽喉痛,口燥咽干,脓疱,进食困难,肌阵挛,压痛,胸痛干咳,肌肉疼痛,痰呈粘液脓性,气短,淋巴结肿大,咽部异物感,咯痰",,肺纹理增粗，肺纹理模糊,,,
儿童胸外科,肺大疱,J43.953肺大泡,,,J43,No,,,嘉敏,,,胸闷、气短、咯血、胸痛、突发胸痛、喘憋、,咳嗽、呼吸困难,胸片或CT检查发现肺部的薄壁空腔,0,0,,
儿童呼吸科,哮喘,,"[('哮喘', 7945), ('CVA', 2565), ('支气管哮喘', 590), ('咳嗽变异性哮喘', 562), ('哮喘发作', 46)]",,J45,,,,,"哮喘,CVA,支气管哮喘,咳嗽变异性哮喘,哮喘发作,哮鸣音",,"痉挛性咳嗽,打喷嚏,胸闷,呼吸困难,哮鸣音,咳嗽","胸闷气短,发热,心跳加快,呼吸音减弱,腹痛,喉鸣声,流鼻涕,神志不清,反酸,气息异常,过敏,鼻衄,气短,干咳,气促,恶心,鼻腔阻塞,呕吐,脸色乌青,发音改变,颜面潮红,呼吸异常,咳痰,睡觉后全身大汗淋漓,上腹部疼痛,消瘦,嗜睡,喘息,结膜充血,衄胸痛,皮肤瘙痒,发绀",体格检查,胸片：桶状胸；透亮度增加,,,
